orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,EPI - DPT-HepB-HIB 1 doses given <1 year,EPI - DPT-HepB-HIB 3 doses given <1 year,105-EP11. Yellow Fever,EPI - MR 1 doses given <1 year,EPI - Measles 2 (MR2) doses_1-4 yrs,HMIS 105Bc: CL 29: Rota Virus 3,EPI - HPV1 doses given
MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,202407,July 2024,202407,,813.0,786.0,0.0,791.0,164.0,117.0,0
MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,202408,August 2024,202408,,764.0,742.0,0.0,705.0,219.0,149.0,17
MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,202401,January 2024,202401,,1166.0,1141.0,0.0,1168.0,765.0,265.0,535
MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,202402,February 2024,202402,,1161.0,1152.0,0.0,1150.0,827.0,305.0,552
MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,202403,March 2024,202403,,1154.0,1145.0,0.0,1181.0,803.0,365.0,611
MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,202404,April 2024,202404,,1210.0,1192.0,0.0,1253.0,1155.0,450.0,1847
MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,202405,May 2024,202405,,1253.0,1224.0,0.0,1207.0,916.0,273.0,359
MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,202406,June 2024,202406,,1184.0,1173.0,0.0,1187.0,1067.0,398.0,315
MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,202407,July 2024,202407,,1376.0,1303.0,0.0,1212.0,1069.0,505.0,397
MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,202408,August 2024,202408,,1262.0,1249.0,0.0,1206.0,1084.0,412.0,363
MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,202401,January 2024,202401,,481.0,461.0,,455.0,322.0,43.0,54
MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,202402,February 2024,202402,,465.0,493.0,,499.0,517.0,34.0,63
MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,202403,March 2024,202403,,501.0,484.0,,512.0,618.0,,39
MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,202404,April 2024,202404,,597.0,683.0,,1003.0,2363.0,,2529
MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,202405,May 2024,202405,,494.0,492.0,,412.0,339.0,12.0,113
MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,202406,June 2024,202406,,537.0,491.0,,539.0,366.0,146.0,77
MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,202407,July 2024,202407,,472.0,497.0,,455.0,299.0,212.0,139
MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,202408,August 2024,202408,,474.0,449.0,,478.0,323.0,204.0,61
MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,202401,January 2024,202401,,968.0,911.0,,853.0,284.0,62.0,20
MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,202402,February 2024,202402,,914.0,920.0,,946.0,239.0,57.0,48
MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,202403,March 2024,202403,,983.0,948.0,0.0,909.0,232.0,0.0,27
MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,202404,April 2024,202404,,1023.0,964.0,,981.0,438.0,63.0,2490
MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,202405,May 2024,202405,,953.0,935.0,,892.0,344.0,75.0,56
MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,202406,June 2024,202406,,887.0,824.0,,885.0,222.0,153.0,109
MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,202407,July 2024,202407,,994.0,966.0,,935.0,354.0,172.0,71
MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,202408,August 2024,202408,,997.0,911.0,0.0,968.0,349.0,382.0,30
MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,202401,January 2024,202401,,496.0,496.0,,442.0,57.0,67.0,23
MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,202402,February 2024,202402,,459.0,441.0,0.0,430.0,72.0,117.0,34
MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,202403,March 2024,202403,,473.0,446.0,0.0,441.0,70.0,20.0,93
MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,202404,April 2024,202404,,525.0,522.0,0.0,479.0,235.0,65.0,1995
MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,202405,May 2024,202405,,463.0,463.0,0.0,422.0,210.0,62.0,20
MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,202406,June 2024,202406,,469.0,441.0,0.0,408.0,149.0,82.0,7
MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,202407,July 2024,202407,,508.0,466.0,0.0,415.0,165.0,170.0,16
MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,202408,August 2024,202408,,498.0,463.0,0.0,427.0,135.0,225.0,15
MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,202401,January 2024,202401,,510.0,465.0,,461.0,199.0,28.0,15
MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,202402,February 2024,202402,,490.0,493.0,,537.0,242.0,,33
MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,202403,March 2024,202403,,462.0,488.0,,446.0,203.0,0.0,9
MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,202404,April 2024,202404,,557.0,573.0,,539.0,338.0,,2002
MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,202405,May 2024,202405,,536.0,493.0,,507.0,242.0,75.0,13
MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,202406,June 2024,202406,,459.0,475.0,,476.0,238.0,52.0,10
MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,202407,July 2024,202407,,529.0,475.0,,448.0,228.0,78.0,41
MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,202408,August 2024,202408,,476.0,531.0,,465.0,247.0,19.0,12
MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,202401,January 2024,202401,,671.0,641.0,0.0,612.0,184.0,0.0,201
MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,202402,February 2024,202402,,620.0,688.0,0.0,670.0,232.0,0.0,100
MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,202403,March 2024,202403,,745.0,805.0,0.0,891.0,318.0,133.0,380
MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,202404,April 2024,202404,,926.0,928.0,0.0,1514.0,1090.0,944.0,1517
MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,202405,May 2024,202405,,911.0,864.0,0.0,817.0,622.0,318.0,35
MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,202406,June 2024,202406,,857.0,818.0,0.0,892.0,2474.0,367.0,400
MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,202407,July 2024,202407,,828.0,762.0,0.0,1090.0,5092.0,167.0,36
MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,202408,August 2024,202408,,837.0,675.0,0.0,725.0,884.0,458.0,16
MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,202401,January 2024,202401,,1186.0,1026.0,0.0,1159.0,271.0,72.0,46
MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,202402,February 2024,202402,,1082.0,1140.0,3.0,1006.0,314.0,75.0,34
MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,202403,March 2024,202403,,1209.0,1231.0,0.0,945.0,347.0,5.0,25
MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,202404,April 2024,202404,,1339.0,1272.0,0.0,1098.0,629.0,88.0,3113
MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,202405,May 2024,202405,,1177.0,1138.0,14.0,1005.0,471.0,148.0,14
MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,202406,June 2024,202406,,1238.0,1118.0,0.0,1062.0,506.0,137.0,15
MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,202407,July 2024,202407,,1246.0,1080.0,0.0,1090.0,675.0,289.0,96
MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,202408,August 2024,202408,,1186.0,1125.0,0.0,1092.0,455.0,272.0,15
MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,202401,January 2024,202401,,1144.0,1147.0,0.0,1231.0,383.0,124.0,75
MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,202402,February 2024,202402,,1114.0,1086.0,0.0,1158.0,405.0,63.0,143
MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,202403,March 2024,202403,,1151.0,1119.0,0.0,1162.0,391.0,89.0,71
MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,202404,April 2024,202404,,1532.0,1528.0,0.0,1837.0,1339.0,331.0,2687
MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,202405,May 2024,202405,,1299.0,1287.0,0.0,1348.0,782.0,242.0,672
MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,202406,June 2024,202406,,1105.0,1180.0,0.0,1047.0,4130.0,236.0,131
MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,202407,July 2024,202407,,1238.0,1296.0,0.0,1179.0,512.0,109.0,97
MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,202408,August 2024,202408,,1186.0,1247.0,0.0,1190.0,551.0,249.0,129
MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,202401,January 2024,202401,,1734.0,1568.0,0.0,1772.0,109.0,62.0,40
MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,202402,February 2024,202402,,1386.0,1366.0,0.0,1807.0,221.0,211.0,286
MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,202403,March 2024,202403,,1131.0,1162.0,0.0,1316.0,216.0,119.0,117
MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,202404,April 2024,202404,,1274.0,1270.0,0.0,1361.0,386.0,185.0,3308
MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,202405,May 2024,202405,,1312.0,1352.0,0.0,1516.0,371.0,,535
MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,202406,June 2024,202406,,1132.0,1105.0,0.0,1217.0,299.0,64.0,83
MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,202407,July 2024,202407,,1336.0,1327.0,0.0,1436.0,430.0,67.0,28
MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,202408,August 2024,202408,,1149.0,1066.0,0.0,1106.0,580.0,158.0,1890
MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,202401,January 2024,202401,,1201.0,1100.0,1.0,993.0,319.0,96.0,214
MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,202402,February 2024,202402,,1255.0,1214.0,0.0,1266.0,495.0,207.0,225
MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,202403,March 2024,202403,,1097.0,1148.0,,1043.0,357.0,113.0,396
MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,202404,April 2024,202404,,1590.0,1502.0,14.0,1597.0,1131.0,525.0,3323
MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,202405,May 2024,202405,,1245.0,1267.0,,1217.0,436.0,561.0,298
MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,202406,June 2024,202406,,1200.0,1176.0,0.0,1132.0,515.0,484.0,319
MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,202407,July 2024,202407,,1220.0,1167.0,0.0,1137.0,560.0,438.0,253
MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,202408,August 2024,202408,,1098.0,1033.0,0.0,1013.0,495.0,798.0,211
MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,202401,January 2024,202401,,1319.0,1274.0,0.0,1136.0,480.0,0.0,110
MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,202402,February 2024,202402,,1142.0,1639.0,0.0,1028.0,418.0,0.0,155
MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,202403,March 2024,202403,,1316.0,1208.0,0.0,1229.0,526.0,0.0,273
MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,202404,April 2024,202404,,1470.0,1326.0,0.0,1406.0,761.0,0.0,1458
MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,202405,May 2024,202405,,1339.0,1286.0,0.0,1323.0,607.0,187.0,203
MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,202406,June 2024,202406,,1220.0,1163.0,,1081.0,782.0,270.0,625
MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,202407,July 2024,202407,,1352.0,1292.0,,1184.0,708.0,681.0,190
MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,202408,August 2024,202408,,1162.0,1098.0,,1101.0,733.0,485.0,79
MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,202401,January 2024,202401,,1572.0,1559.0,0.0,1565.0,266.0,7.0,325
MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,202402,February 2024,202402,,1463.0,1454.0,0.0,1430.0,270.0,58.0,519
MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,202403,March 2024,202403,,1502.0,1506.0,0.0,1448.0,361.0,0.0,272
MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,202404,April 2024,202404,,1530.0,1563.0,0.0,1437.0,487.0,28.0,4345
MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,202405,May 2024,202405,,1621.0,1675.0,0.0,1549.0,405.0,150.0,326
MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,202406,June 2024,202406,,1502.0,1437.0,0.0,1554.0,532.0,350.0,395
MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,202407,July 2024,202407,,1586.0,1508.0,0.0,1536.0,517.0,491.0,70
MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,202408,August 2024,202408,,1612.0,1549.0,0.0,1651.0,512.0,518.0,137
MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,202401,January 2024,202401,,1046.0,965.0,0.0,857.0,184.0,0.0,22
MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,202402,February 2024,202402,,898.0,867.0,0.0,831.0,220.0,121.0,26
MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,202403,March 2024,202403,,1006.0,1010.0,0.0,931.0,186.0,0.0,8
MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,202404,April 2024,202404,,1102.0,1047.0,0.0,996.0,403.0,59.0,2874
MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,202405,May 2024,202405,,1119.0,920.0,0.0,827.0,217.0,176.0,12
MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,202406,June 2024,202406,,1074.0,963.0,0.0,942.0,275.0,275.0,106
MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,202407,July 2024,202407,,1130.0,1050.0,0.0,889.0,275.0,323.0,36
MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,202408,August 2024,202408,,1066.0,1011.0,0.0,928.0,240.0,331.0,8
MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,202401,January 2024,202401,,476.0,393.0,,335.0,56.0,67.0,5
MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,202402,February 2024,202402,,397.0,341.0,0.0,299.0,20.0,0.0,34
MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,202403,March 2024,202403,,476.0,396.0,0.0,390.0,9.0,143.0,0
MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,202404,April 2024,202404,,420.0,370.0,0.0,352.0,400.0,125.0,553
MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,202405,May 2024,202405,,513.0,445.0,0.0,378.0,77.0,126.0,33
MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,202406,June 2024,202406,,404.0,354.0,0.0,281.0,45.0,191.0,45
MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,202407,July 2024,202407,,468.0,397.0,0.0,371.0,62.0,271.0,4820
MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,202408,August 2024,202408,,424.0,362.0,0.0,318.0,2441.0,160.0,0
MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,202401,January 2024,202401,,1033.0,870.0,,760.0,245.0,67.0,10
MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,202402,February 2024,202402,,760.0,675.0,,626.0,164.0,,17
MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,202403,March 2024,202403,,865.0,805.0,,745.0,219.0,,11
MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,202404,April 2024,202404,,881.0,772.0,,841.0,203.0,72.0,1556
MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,202405,May 2024,202405,,1057.0,955.0,,1004.0,387.0,150.0,156
MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,202406,June 2024,202406,,1057.0,1066.0,,1154.0,553.0,176.0,
MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,202407,July 2024,202407,,1140.0,1071.0,,959.0,744.0,195.0,
MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,202408,August 2024,202408,,1082.0,948.0,,850.0,551.0,339.0,
MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,202401,January 2024,202401,,1491.0,1499.0,0.0,1442.0,664.0,0.0,12
MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,202402,February 2024,202402,,1572.0,1519.0,,1372.0,648.0,0.0,20
MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,202403,March 2024,202403,,1528.0,1524.0,0.0,1657.0,660.0,0.0,0
MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,202404,April 2024,202404,,1751.0,1826.0,0.0,1659.0,1587.0,206.0,3543
MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,202405,May 2024,202405,,1623.0,1732.0,0.0,1656.0,642.0,631.0,34
MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,202406,June 2024,202406,,1618.0,1608.0,0.0,1485.0,747.0,540.0,11
MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,202407,July 2024,202407,,1643.0,1589.0,0.0,1537.0,19380.0,690.0,17
MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,202408,August 2024,202408,,1622.0,1592.0,0.0,1594.0,1458.0,650.0,23
MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,202401,January 2024,202401,,1946.0,2108.0,10.0,1842.0,519.0,80.0,36
MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,202402,February 2024,202402,,1937.0,1905.0,2.0,1704.0,490.0,81.0,4
MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,202403,March 2024,202403,,2059.0,1928.0,0.0,1699.0,528.0,56.0,242
MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,202404,April 2024,202404,,2439.0,2270.0,0.0,2350.0,1832.0,262.0,10031
MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,202405,May 2024,202405,,2220.0,2131.0,0.0,1964.0,607.0,382.0,112
MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,202406,June 2024,202406,,2266.0,2051.0,0.0,2126.0,736.0,717.0,53
MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,202407,July 2024,202407,,2348.0,2043.0,0.0,2059.0,898.0,1164.0,65
MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,202408,August 2024,202408,,2281.0,2383.0,0.0,1952.0,874.0,1312.0,61
MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,202401,January 2024,202401,,469.0,484.0,,386.0,16.0,42.0,11
MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,202402,February 2024,202402,,474.0,425.0,,347.0,14.0,69.0,
MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,202403,March 2024,202403,,435.0,385.0,,385.0,41.0,,
MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,202404,April 2024,202404,,459.0,465.0,,327.0,110.0,15.0,2587
MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,202405,May 2024,202405,,550.0,539.0,,616.0,1984.0,22.0,0
MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,202406,June 2024,202406,,454.0,449.0,,386.0,82.0,80.0,2
MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,202407,July 2024,202407,,423.0,436.0,,348.0,398.0,113.0,15
MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,202408,August 2024,202408,,408.0,384.0,,393.0,703.0,121.0,0
MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,202401,January 2024,202401,,694.0,717.0,0.0,663.0,107.0,0.0,1
MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,202402,February 2024,202402,,510.0,482.0,0.0,558.0,50.0,0.0,1
MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,202403,March 2024,202403,,503.0,499.0,,374.0,162.0,0.0,1
MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,202404,April 2024,202404,,549.0,509.0,,804.0,352.0,83.0,1317
MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,202405,May 2024,202405,,539.0,456.0,0.0,780.0,307.0,161.0,10
MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,202406,June 2024,202406,,502.0,468.0,,496.0,197.0,175.0,0
MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,202407,July 2024,202407,,571.0,560.0,,604.0,318.0,342.0,0
MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,202408,August 2024,202408,,520.0,523.0,0.0,574.0,529.0,286.0,0
MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,202401,January 2024,202401,,920.0,901.0,0.0,771.0,117.0,0.0,0
MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,202402,February 2024,202402,,844.0,831.0,0.0,780.0,136.0,0.0,39
MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,202403,March 2024,202403,,861.0,835.0,0.0,651.0,197.0,12.0,19
MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,202404,April 2024,202404,,769.0,784.0,,791.0,2625.0,167.0,2899
MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,202405,May 2024,202405,,876.0,828.0,0.0,679.0,491.0,290.0,36
MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,202406,June 2024,202406,,837.0,692.0,0.0,815.0,5392.0,390.0,4
MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,202407,July 2024,202407,,858.0,856.0,0.0,777.0,417.0,478.0,0
MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,202408,August 2024,202408,,795.0,791.0,0.0,765.0,500.0,539.0,167
MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,202401,January 2024,202401,,1573.0,1676.0,,1468.0,209.0,24.0,48
MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,202402,February 2024,202402,,1297.0,1272.0,,1413.0,246.0,29.0,62
MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,202403,March 2024,202403,,1635.0,1436.0,,1342.0,377.0,113.0,273
MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,202404,April 2024,202404,,2048.0,1956.0,0.0,1761.0,360.0,63.0,6216
MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,202405,May 2024,202405,,1891.0,2102.0,0.0,1945.0,1541.0,384.0,10
MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,202406,June 2024,202406,,1686.0,1789.0,0.0,1825.0,655.0,294.0,22
MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,202407,July 2024,202407,,1811.0,1724.0,0.0,1879.0,1223.0,432.0,0
MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,202408,August 2024,202408,,1957.0,2170.0,1.0,2183.0,2184.0,491.0,0
