orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,EPI - DPT-HepB-HIB 1 doses given <1 year,EPI - DPT-HepB-HIB 3 doses given <1 year,105-EP11. Yellow Fever,EPI - MR 1 doses given <1 year,EPI - Measles 2 (MR2) doses_1-4 yrs,HMIS 105Bc: CL 29: Rota Virus 3,EPI - HPV1 doses given
MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,202404,April 2024,202404,,277.0,225.0,0.0,231.0,24.0,11.0,1216
MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,202405,May 2024,202405,,217.0,172.0,0.0,251.0,0.0,31.0,28
MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,202406,June 2024,202406,,235.0,198.0,0.0,191.0,3.0,4.0,5
MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,202407,July 2024,202407,,279.0,209.0,0.0,191.0,33.0,12.0,50
MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,202408,August 2024,202408,,245.0,247.0,,244.0,97.0,50.0,6
MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,202401,January 2024,202401,,937.0,934.0,,779.0,137.0,61.0,99
MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,202402,February 2024,202402,,756.0,742.0,0.0,778.0,191.0,238.0,137
MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,202403,March 2024,202403,,781.0,777.0,,710.0,311.0,42.0,390
MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,202404,April 2024,202404,,700.0,727.0,0.0,850.0,421.0,125.0,899
MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,202405,May 2024,202405,,749.0,743.0,0.0,786.0,293.0,80.0,115
MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,202406,June 2024,202406,,677.0,645.0,0.0,825.0,323.0,5.0,149
MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,202407,July 2024,202407,,838.0,725.0,0.0,897.0,1097.0,256.0,62
MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,202408,August 2024,202408,,973.0,764.0,0.0,957.0,939.0,447.0,185
MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,202401,January 2024,202401,,422.0,383.0,0.0,287.0,112.0,73.0,56
MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,202402,February 2024,202402,,386.0,400.0,0.0,367.0,230.0,0.0,362
MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,202403,March 2024,202403,,387.0,323.0,0.0,326.0,105.0,59.0,61
MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,202404,April 2024,202404,,452.0,404.0,0.0,470.0,409.0,25.0,828
MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,202405,May 2024,202405,,445.0,404.0,0.0,443.0,142.0,102.0,152
MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,202406,June 2024,202406,,442.0,450.0,0.0,397.0,200.0,160.0,32
MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,202407,July 2024,202407,,472.0,429.0,0.0,343.0,1145.0,237.0,159
MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,202408,August 2024,202408,,459.0,477.0,0.0,470.0,321.0,318.0,96
MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,202401,January 2024,202401,,400.0,360.0,0.0,331.0,131.0,0.0,51
MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,202402,February 2024,202402,,345.0,339.0,0.0,333.0,137.0,123.0,111
MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,202403,March 2024,202403,,395.0,388.0,0.0,391.0,159.0,0.0,66
MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,202404,April 2024,202404,,383.0,370.0,0.0,422.0,119.0,0.0,504
MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,202405,May 2024,202405,,431.0,438.0,0.0,517.0,192.0,0.0,47
MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,202406,June 2024,202406,,461.0,417.0,0.0,426.0,149.0,0.0,36
MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,202407,July 2024,202407,,406.0,384.0,0.0,427.0,202.0,118.0,91
MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,202408,August 2024,202408,,395.0,401.0,0.0,369.0,156.0,132.0,33
MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,202401,January 2024,202401,,409.0,386.0,0.0,323.0,114.0,50.0,139
MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,202402,February 2024,202402,,302.0,245.0,1.0,214.0,37.0,55.0,131
MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,202403,March 2024,202403,,376.0,387.0,0.0,299.0,67.0,0.0,104
MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,202404,April 2024,202404,,354.0,330.0,0.0,291.0,16.0,13.0,762
MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,202405,May 2024,202405,,418.0,389.0,0.0,287.0,133.0,138.0,217
MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,202406,June 2024,202406,,443.0,428.0,0.0,457.0,377.0,75.0,237
MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,202407,July 2024,202407,,490.0,440.0,0.0,362.0,310.0,70.0,204
MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,202408,August 2024,202408,,387.0,322.0,0.0,363.0,437.0,70.0,288
MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,202401,January 2024,202401,,596.0,533.0,0.0,570.0,385.0,16.0,437
MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,202402,February 2024,202402,,757.0,766.0,,768.0,217.0,33.0,683
MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,202403,March 2024,202403,,671.0,731.0,0.0,573.0,421.0,124.0,562
MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,202404,April 2024,202404,,624.0,598.0,,543.0,364.0,0.0,2793
MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,202405,May 2024,202405,,675.0,596.0,0.0,674.0,236.0,53.0,511
MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,202406,June 2024,202406,,607.0,575.0,0.0,523.0,298.0,106.0,459
MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,202407,July 2024,202407,,768.0,662.0,0.0,946.0,617.0,66.0,504
MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,202408,August 2024,202408,,621.0,638.0,0.0,584.0,447.0,99.0,449
MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,202401,January 2024,202401,,904.0,934.0,2.0,856.0,227.0,72.0,0
MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,202402,February 2024,202402,,904.0,971.0,0.0,884.0,410.0,99.0,0
MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,202403,March 2024,202403,,882.0,876.0,0.0,864.0,397.0,56.0,0
MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,202404,April 2024,202404,,1030.0,950.0,0.0,924.0,662.0,10.0,3847
MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,202405,May 2024,202405,,1071.0,1025.0,0.0,870.0,544.0,85.0,0
MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,202406,June 2024,202406,,986.0,1007.0,0.0,903.0,522.0,45.0,0
MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,202407,July 2024,202407,,1036.0,1017.0,0.0,835.0,373.0,78.0,3
MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,202408,August 2024,202408,,1014.0,952.0,0.0,898.0,448.0,367.0,0
MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,202401,January 2024,202401,,984.0,956.0,0.0,898.0,207.0,91.0,45
MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,202402,February 2024,202402,,953.0,978.0,0.0,966.0,272.0,59.0,404
MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,202403,March 2024,202403,,860.0,965.0,0.0,938.0,233.0,99.0,192
MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,202404,April 2024,202404,,971.0,1068.0,0.0,921.0,367.0,40.0,2977
MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,202405,May 2024,202405,,1072.0,1029.0,0.0,980.0,320.0,115.0,30
MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,202406,June 2024,202406,,1009.0,997.0,0.0,973.0,346.0,292.0,167
MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,202407,July 2024,202407,,1005.0,1049.0,0.0,1131.0,907.0,460.0,109
MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,202408,August 2024,202408,,977.0,1004.0,0.0,939.0,316.0,670.0,119
MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,202401,January 2024,202401,,926.0,1040.0,,951.0,301.0,108.0,5
MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,202402,February 2024,202402,,920.0,887.0,,851.0,118.0,90.0,4
MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,202403,March 2024,202403,,984.0,866.0,,1025.0,383.0,40.0,20
MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,202404,April 2024,202404,,997.0,904.0,,1028.0,1129.0,73.0,3775
MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,202405,May 2024,202405,,1057.0,1108.0,,1059.0,522.0,224.0,13
MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,202406,June 2024,202406,,941.0,914.0,,1287.0,361.0,207.0,
MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,202407,July 2024,202407,,1139.0,997.0,,1126.0,473.0,402.0,4
MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,202408,August 2024,202408,,1236.0,1210.0,,1213.0,1064.0,580.0,12
MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,202401,January 2024,202401,,861.0,844.0,,780.0,287.0,82.0,9
MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,202402,February 2024,202402,,838.0,827.0,,814.0,342.0,,20
MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,202403,March 2024,202403,,838.0,880.0,0.0,814.0,356.0,0.0,29
MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,202404,April 2024,202404,,909.0,888.0,0.0,858.0,497.0,33.0,3570
MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,202405,May 2024,202405,,788.0,875.0,,851.0,370.0,122.0,29
MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,202406,June 2024,202406,,800.0,811.0,,817.0,348.0,41.0,12
MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,202407,July 2024,202407,,850.0,772.0,,753.0,344.0,224.0,15
MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,202408,August 2024,202408,,861.0,890.0,,849.0,399.0,373.0,5
MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,202401,January 2024,202401,,366.0,378.0,,367.0,86.0,21.0,16
MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,202402,February 2024,202402,,376.0,348.0,,340.0,178.0,,6
MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,202403,March 2024,202403,,380.0,431.0,,378.0,154.0,7.0,6
MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,202404,April 2024,202404,,394.0,355.0,,422.0,682.0,10.0,1291
MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,202405,May 2024,202405,,400.0,384.0,,319.0,195.0,27.0,8
MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,202406,June 2024,202406,,372.0,410.0,0.0,434.0,383.0,37.0,14
MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,202407,July 2024,202407,,441.0,418.0,,369.0,338.0,45.0,18
MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,202408,August 2024,202408,,408.0,380.0,,412.0,446.0,119.0,29
MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,202401,January 2024,202401,,1107.0,1116.0,,1174.0,211.0,20.0,14
MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,202402,February 2024,202402,,1047.0,1122.0,0.0,1080.0,204.0,0.0,23
MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,202403,March 2024,202403,,1127.0,1139.0,2.0,1226.0,306.0,25.0,16
MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,202404,April 2024,202404,,1116.0,1159.0,,1148.0,376.0,33.0,4172
MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,202405,May 2024,202405,,1308.0,1182.0,0.0,1158.0,406.0,6.0,35
MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,202406,June 2024,202406,,1187.0,1112.0,0.0,1162.0,362.0,85.0,114
MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,202407,July 2024,202407,,1136.0,1143.0,0.0,1121.0,374.0,258.0,30
MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,202408,August 2024,202408,,1213.0,1198.0,0.0,1154.0,335.0,497.0,25
MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,202401,January 2024,202401,,1103.0,1013.0,0.0,914.0,91.0,0.0,17
MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,202402,February 2024,202402,,1047.0,1061.0,0.0,1134.0,206.0,56.0,23
MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,202403,March 2024,202403,,1013.0,1050.0,0.0,1005.0,287.0,101.0,35
MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,202404,April 2024,202404,,1013.0,1005.0,0.0,1055.0,806.0,61.0,3032
MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,202405,May 2024,202405,,1062.0,987.0,0.0,986.0,339.0,72.0,50
MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,202406,June 2024,202406,,956.0,931.0,0.0,983.0,497.0,404.0,29
MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,202407,July 2024,202407,,975.0,1002.0,0.0,1010.0,478.0,121.0,31
MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,202408,August 2024,202408,,1043.0,1043.0,0.0,1002.0,462.0,261.0,26
MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,202401,January 2024,202401,,998.0,905.0,0.0,722.0,41.0,270.0,137
MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,202402,February 2024,202402,,1047.0,929.0,0.0,690.0,144.0,174.0,147
MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,202403,March 2024,202403,,1008.0,894.0,0.0,792.0,413.0,123.0,110
MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,202404,April 2024,202404,,1076.0,1054.0,0.0,965.0,732.0,458.0,2508
MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,202405,May 2024,202405,,1115.0,971.0,1.0,786.0,198.0,179.0,136
MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,202406,June 2024,202406,,1055.0,955.0,0.0,720.0,127.0,395.0,87
MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,202407,July 2024,202407,,897.0,815.0,0.0,760.0,225.0,393.0,139
MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,202408,August 2024,202408,,982.0,958.0,0.0,719.0,221.0,385.0,112
MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,202401,January 2024,202401,,989.0,1008.0,0.0,846.0,147.0,0.0,40
MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,202402,February 2024,202402,,960.0,926.0,0.0,818.0,366.0,0.0,50
MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,202403,March 2024,202403,,882.0,906.0,0.0,861.0,303.0,137.0,66
MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,202404,April 2024,202404,,1055.0,1106.0,0.0,902.0,1088.0,423.0,2132
MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,202405,May 2024,202405,,959.0,899.0,0.0,850.0,255.0,260.0,24
MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,202406,June 2024,202406,,924.0,808.0,0.0,791.0,277.0,411.0,18
MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,202407,July 2024,202407,,793.0,783.0,0.0,765.0,430.0,675.0,44
MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,202408,August 2024,202408,,987.0,925.0,0.0,924.0,958.0,745.0,25
MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,202401,January 2024,202401,,817.0,830.0,0.0,649.0,130.0,0.0,0
MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,202402,February 2024,202402,,707.0,741.0,0.0,592.0,177.0,0.0,2
MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,202403,March 2024,202403,,689.0,672.0,0.0,590.0,82.0,0.0,28
MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,202404,April 2024,202404,,692.0,743.0,0.0,630.0,196.0,38.0,1983
MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,202405,May 2024,202405,,825.0,842.0,,764.0,176.0,330.0,4
MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,202406,June 2024,202406,,821.0,822.0,0.0,850.0,198.0,483.0,0
MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,202407,July 2024,202407,,857.0,797.0,0.0,758.0,208.0,650.0,1
MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,202408,August 2024,202408,,800.0,792.0,0.0,722.0,235.0,589.0,0
MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,202401,January 2024,202401,,1217.0,1161.0,0.0,1100.0,187.0,0.0,14
MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,202402,February 2024,202402,,1263.0,1226.0,0.0,1164.0,145.0,37.0,40
MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,202403,March 2024,202403,,1172.0,1173.0,0.0,1025.0,143.0,95.0,30
MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,202404,April 2024,202404,,1043.0,1073.0,0.0,996.0,351.0,262.0,1744
MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,202405,May 2024,202405,,1235.0,1219.0,0.0,1047.0,355.0,23.0,46
MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,202406,June 2024,202406,,1172.0,1165.0,0.0,1223.0,742.0,554.0,82
MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,202407,July 2024,202407,,1175.0,1195.0,0.0,1240.0,338.0,419.0,60
MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,202408,August 2024,202408,,1216.0,1179.0,0.0,1226.0,425.0,852.0,104
MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,202401,January 2024,202401,,1000.0,948.0,0.0,987.0,614.0,117.0,262
MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,202402,February 2024,202402,,1061.0,1041.0,0.0,1055.0,757.0,0.0,141
MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,202403,March 2024,202403,,1005.0,994.0,0.0,980.0,596.0,81.0,136
MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,202404,April 2024,202404,,1098.0,1052.0,0.0,961.0,817.0,0.0,2784
MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,202405,May 2024,202405,,1085.0,1012.0,0.0,1007.0,599.0,128.0,151
MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,202406,June 2024,202406,,1021.0,1037.0,0.0,1046.0,759.0,190.0,198
MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,202407,July 2024,202407,,966.0,960.0,0.0,969.0,611.0,504.0,140
MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,202408,August 2024,202408,,1047.0,997.0,0.0,1020.0,661.0,560.0,157
MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,202401,January 2024,202401,,1083.0,1069.0,0.0,1062.0,834.0,1075.0,92
MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,202402,February 2024,202402,,1287.0,1164.0,0.0,1150.0,960.0,1145.0,63
MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,202403,March 2024,202403,,1047.0,1172.0,0.0,1202.0,1004.0,1121.0,46
MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,202404,April 2024,202404,,1378.0,1391.0,0.0,1215.0,1129.0,1347.0,3199
MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,202405,May 2024,202405,,1263.0,1276.0,0.0,1197.0,817.0,1279.0,115
MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,202406,June 2024,202406,,1000.0,1010.0,0.0,981.0,714.0,1013.0,67
MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,202407,July 2024,202407,,1113.0,1104.0,0.0,954.0,510.0,642.0,43
MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,202408,August 2024,202408,,1017.0,1064.0,0.0,1025.0,486.0,588.0,108
MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,202401,January 2024,202401,,1129.0,1024.0,0.0,881.0,335.0,0.0,150
MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,202402,February 2024,202402,,1113.0,1052.0,0.0,1011.0,450.0,0.0,132
MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,202403,March 2024,202403,,1224.0,1122.0,0.0,1071.0,665.0,0.0,242
MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,202404,April 2024,202404,,1413.0,1413.0,0.0,1313.0,1358.0,184.0,4433
MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,202405,May 2024,202405,,1286.0,1332.0,0.0,1151.0,962.0,213.0,729
MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,202406,June 2024,202406,,1249.0,1207.0,0.0,1096.0,1139.0,282.0,247
MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,202407,July 2024,202407,,1156.0,1135.0,0.0,1020.0,818.0,390.0,73
MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,202408,August 2024,202408,,1139.0,1077.0,0.0,1070.0,704.0,646.0,148
MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,202401,January 2024,202401,,533.0,532.0,0.0,470.0,172.0,38.0,7
MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,202402,February 2024,202402,,506.0,520.0,0.0,415.0,193.0,0.0,53
MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,202403,March 2024,202403,,519.0,528.0,0.0,416.0,172.0,320.0,31
MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,202404,April 2024,202404,,504.0,505.0,0.0,501.0,391.0,195.0,3407
MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,202405,May 2024,202405,,543.0,666.0,0.0,491.0,258.0,284.0,37
MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,202406,June 2024,202406,,539.0,527.0,0.0,480.0,174.0,247.0,67
MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,202407,July 2024,202407,,560.0,528.0,0.0,418.0,269.0,362.0,34
MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,202408,August 2024,202408,,561.0,558.0,0.0,651.0,505.0,337.0,47
MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,202401,January 2024,202401,,1871.0,1847.0,0.0,1556.0,395.0,281.0,39
MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,202402,February 2024,202402,,1954.0,1982.0,0.0,1701.0,385.0,156.0,3
MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,202403,March 2024,202403,,1737.0,1782.0,0.0,1536.0,463.0,169.0,16
MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,202404,April 2024,202404,,1684.0,1768.0,0.0,1584.0,943.0,417.0,5128
MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,202405,May 2024,202405,,1942.0,1913.0,0.0,1723.0,699.0,136.0,45
MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,202406,June 2024,202406,,1841.0,1828.0,0.0,1742.0,773.0,436.0,20
MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,202407,July 2024,202407,,1885.0,1838.0,0.0,1706.0,933.0,414.0,55
MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,202408,August 2024,202408,,1742.0,1776.0,0.0,1706.0,991.0,593.0,20
